  4263 1495299171.13614: Loading Connection 'network_cli' from /usr/lib/python2.7/dist-packages/ansible/plugins/connection/network_cli.py
  4263 1495299171.13994: Loading ShellModule 'csh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/csh.py
  4263 1495299171.14062: Loading ShellModule 'fish' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/fish.py
  4263 1495299171.14117: Loading ShellModule 'powershell' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/powershell.py
  4263 1495299171.14135: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py
  4263 1495299171.14208: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py (found_in_cache=True, class_only=False)
  4263 1495299171.46134: Loading TerminalModule 'ios' from /usr/lib/python2.7/dist-packages/ansible/plugins/terminal/ios.py
2017-05-20 16:53:21,257 p=4291 u=vagrant |    4291 1495299201.25655: starting run
2017-05-20 17:13:01,503 p=6567 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:13:01,503 p=6567 u=vagrant |  using connection plugin network_cli
2017-05-20 17:13:01,577 p=6432 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:13:01,602 p=6413 u=vagrant |  ok: [E4]
2017-05-20 17:13:01,900 p=6428 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:13:01,916 p=6413 u=vagrant |  ok: [E1]
2017-05-20 17:13:01,938 p=6567 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:13:01,945 p=6567 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:13:01,945 p=6567 u=vagrant |  connection established to 172.16.1.122 in 0:00:00.442162
2017-05-20 17:13:02,068 p=6429 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:13:02,084 p=6413 u=vagrant |  ok: [E2]
2017-05-20 17:13:02,495 p=6567 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:13:02,495 p=6567 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:13:02,496 p=6567 u=vagrant |  updating play_context for connection
2017-05-20 17:13:02,496 p=6567 u=vagrant |  socket operation is EXEC
2017-05-20 17:13:02,496 p=6567 u=vagrant |  attempting to open shell to device
2017-05-20 17:13:02,647 p=6567 u=vagrant |  shell successfully opened
2017-05-20 17:13:02,648 p=6567 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:13:02,797 p=6567 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:13:02,797 p=6567 u=vagrant |  socket operation is EXEC
2017-05-20 17:13:05,073 p=6567 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:13:05,093 p=6413 u=vagrant |  ok: [PE2]
2017-05-20 17:13:05,099 p=6413 u=vagrant |  TASK [Save configuration to local file] ************************************************************
2017-05-20 17:13:07,165 p=6413 u=vagrant |  ok: [E4 -> localhost]
2017-05-20 17:13:07,181 p=6413 u=vagrant |  ok: [E1 -> localhost]
2017-05-20 17:13:07,182 p=6413 u=vagrant |  ok: [E2 -> localhost]
2017-05-20 17:13:07,195 p=6413 u=vagrant |  ok: [E3 -> localhost]
2017-05-20 17:13:07,199 p=6413 u=vagrant |  ok: [PE1 -> localhost]
2017-05-20 17:13:07,486 p=6413 u=vagrant |  ok: [PE2 -> localhost]
2017-05-20 17:13:07,491 p=6413 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 17:13:07,492 p=6413 u=vagrant |  E1                         : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:13:07,492 p=6413 u=vagrant |  E2                         : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:13:07,493 p=6413 u=vagrant |  E3                         : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:13:07,493 p=6413 u=vagrant |  E4                         : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:13:07,494 p=6413 u=vagrant |  PE1                        : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:13:07,494 p=6413 u=vagrant |  PE2                        : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:13:31,200 p=6430 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:13:31,200 p=6430 u=vagrant |  closing shell on device
2017-05-20 17:13:31,201 p=6430 u=vagrant |  shutting down control socket, connection was active for 0:00:37.012966 secs
2017-05-20 17:13:31,201 p=6430 u=vagrant |  closing connection
2017-05-20 17:13:31,201 p=6430 u=vagrant |  closing shell on device
2017-05-20 17:13:31,360 p=6431 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:13:31,360 p=6431 u=vagrant |  closing shell on device
2017-05-20 17:13:31,361 p=6431 u=vagrant |  shutting down control socket, connection was active for 0:00:37.155445 secs
2017-05-20 17:13:31,361 p=6431 u=vagrant |  closing connection
2017-05-20 17:13:31,361 p=6431 u=vagrant |  closing shell on device
2017-05-20 17:13:31,583 p=6432 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:13:31,583 p=6432 u=vagrant |  closing shell on device
2017-05-20 17:13:31,583 p=6432 u=vagrant |  shutting down control socket, connection was active for 0:00:37.286827 secs
2017-05-20 17:13:31,584 p=6432 u=vagrant |  closing connection
2017-05-20 17:13:31,584 p=6432 u=vagrant |  closing shell on device
2017-05-20 17:13:31,906 p=6428 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:13:31,906 p=6428 u=vagrant |  closing shell on device
2017-05-20 17:13:31,906 p=6428 u=vagrant |  shutting down control socket, connection was active for 0:00:37.774648 secs
2017-05-20 17:13:31,907 p=6428 u=vagrant |  closing connection
2017-05-20 17:13:31,907 p=6428 u=vagrant |  closing shell on device
2017-05-20 17:13:32,074 p=6429 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:13:32,074 p=6429 u=vagrant |  closing shell on device
2017-05-20 17:13:32,075 p=6429 u=vagrant |  shutting down control socket, connection was active for 0:00:37.965957 secs
2017-05-20 17:13:32,075 p=6429 u=vagrant |  closing connection
2017-05-20 17:13:32,075 p=6429 u=vagrant |  closing shell on device
2017-05-20 17:13:35,078 p=6567 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:13:35,079 p=6567 u=vagrant |  closing shell on device
2017-05-20 17:13:35,080 p=6567 u=vagrant |  shutting down control socket, connection was active for 0:00:33.576736 secs
2017-05-20 17:13:35,080 p=6567 u=vagrant |  closing connection
2017-05-20 17:13:35,080 p=6567 u=vagrant |  closing shell on device
2017-05-20 17:59:09,548 p=7066 u=vagrant |  ERROR! Specified --limit does not match any hosts
2017-05-20 17:59:20,896 p=7081 u=vagrant |  ERROR! Specified --limit does not match any hosts
2017-05-20 17:59:37,406 p=7097 u=vagrant |  ERROR! Specified --limit does not match any hosts
2017-05-20 17:59:41,210 p=7106 u=vagrant |  ERROR! Specified --limit does not match any hosts
2017-05-20 17:59:54,454 p=7123 u=vagrant |  ERROR! Specified --limit does not match any hosts
2017-05-20 18:00:11,367 p=7138 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 18:00:11,413 p=7138 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 18:00:11,943 p=7150 u=vagrant |  creating new control socket for host 172.16.1.110:22 as user cisco
2017-05-20 18:00:11,948 p=7150 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d537d3ea98
2017-05-20 18:00:11,949 p=7150 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:00:11,949 p=7150 u=vagrant |  using connection plugin network_cli
2017-05-20 18:00:12,485 p=7150 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:00:12,489 p=7150 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:00:12,489 p=7150 u=vagrant |  connection established to 172.16.1.110 in 0:00:00.539694
2017-05-20 18:00:12,904 p=7150 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:00:12,905 p=7150 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:00:12,905 p=7150 u=vagrant |  updating play_context for connection
2017-05-20 18:00:12,905 p=7150 u=vagrant |  socket operation is EXEC
2017-05-20 18:00:12,906 p=7150 u=vagrant |  attempting to open shell to device
2017-05-20 18:00:13,009 p=7150 u=vagrant |  shell successfully opened
2017-05-20 18:00:13,009 p=7150 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:00:13,235 p=7150 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:00:13,235 p=7150 u=vagrant |  socket operation is EXEC
2017-05-20 18:00:15,505 p=7150 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:00:15,521 p=7138 u=vagrant |  ok: [E1]
2017-05-20 18:00:15,525 p=7138 u=vagrant |  TASK [set_fact] ************************************************************************************
2017-05-20 18:00:15,572 p=7138 u=vagrant |  ok: [E1]
2017-05-20 18:00:15,576 p=7138 u=vagrant |  TASK [Save configuration to local file] ************************************************************
2017-05-20 18:00:16,156 p=7138 u=vagrant |  ok: [E1 -> localhost]
2017-05-20 18:00:16,160 p=7138 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 18:00:16,161 p=7138 u=vagrant |  E1                         : ok=3    changed=0    unreachable=0    failed=0   
2017-05-20 18:00:45,511 p=7150 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:00:45,512 p=7150 u=vagrant |  closing shell on device
2017-05-20 18:00:45,512 p=7150 u=vagrant |  shutting down control socket, connection was active for 0:00:33.563085 secs
2017-05-20 18:00:45,512 p=7150 u=vagrant |  closing connection
2017-05-20 18:00:45,512 p=7150 u=vagrant |  closing shell on device
2017-05-20 18:01:52,710 p=7243 u=vagrant |  Using /vagrant/Examples/Config-to-Git/ansible.cfg as config file
2017-05-20 18:01:52,814 p=7243 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 18:01:52,830 p=7243 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 18:01:55,527 p=7260 u=vagrant |  creating new control socket for host 172.16.1.112:22 as user cisco
2017-05-20 18:01:55,578 p=7260 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/e3a1e35360
2017-05-20 18:01:55,578 p=7260 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:01:55,578 p=7260 u=vagrant |  using connection plugin network_cli
2017-05-20 18:01:55,717 p=7261 u=vagrant |  creating new control socket for host 172.16.1.120:22 as user cisco
2017-05-20 18:01:55,847 p=7261 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/62784bd107
2017-05-20 18:01:55,847 p=7261 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:01:55,850 p=7261 u=vagrant |  using connection plugin network_cli
2017-05-20 18:01:55,904 p=7262 u=vagrant |  creating new control socket for host 172.16.1.121:22 as user cisco
2017-05-20 18:01:56,045 p=7262 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d174acf9c7
2017-05-20 18:01:56,053 p=7262 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:01:56,054 p=7262 u=vagrant |  using connection plugin network_cli
2017-05-20 18:01:55,977 p=7258 u=vagrant |  creating new control socket for host 172.16.1.111:22 as user cisco
2017-05-20 18:01:56,091 p=7258 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/47f8092613
2017-05-20 18:01:56,096 p=7258 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:01:56,106 p=7258 u=vagrant |  using connection plugin network_cli
2017-05-20 18:01:56,044 p=7259 u=vagrant |  creating new control socket for host 172.16.1.110:22 as user cisco
2017-05-20 18:01:56,114 p=7259 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d537d3ea98
2017-05-20 18:01:56,117 p=7259 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:01:56,123 p=7259 u=vagrant |  using connection plugin network_cli
2017-05-20 18:01:57,234 p=7243 u=vagrant |   [ERROR]: User interrupted execution

2017-05-20 18:01:57,809 p=7262 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:01:57,814 p=7262 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:01:57,814 p=7262 u=vagrant |  connection established to 172.16.1.121 in 0:00:01.760035
2017-05-20 18:01:57,871 p=7259 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:01:57,876 p=7259 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:01:57,876 p=7259 u=vagrant |  connection established to 172.16.1.110 in 0:00:01.756870
2017-05-20 18:01:57,893 p=7258 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:01:57,900 p=7258 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:01:57,900 p=7258 u=vagrant |  connection established to 172.16.1.111 in 0:00:01.793659
2017-05-20 18:01:57,911 p=7260 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:01:57,917 p=7260 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:01:57,917 p=7260 u=vagrant |  connection established to 172.16.1.112 in 0:00:02.338747
2017-05-20 18:01:57,929 p=7261 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:01:57,935 p=7261 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:01:57,935 p=7261 u=vagrant |  connection established to 172.16.1.120 in 0:00:02.084969
2017-05-20 18:02:00,107 p=7306 u=vagrant |  Using /vagrant/Examples/Config-to-Git/ansible.cfg as config file
2017-05-20 18:02:00,215 p=7306 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 18:02:00,227 p=7306 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 18:02:00,477 p=7317 u=vagrant |  re-using existing socket for cisco@172.16.1.110:22
2017-05-20 18:02:00,477 p=7259 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:02:00,478 p=7259 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:02:00,478 p=7259 u=vagrant |  updating play_context for connection
2017-05-20 18:02:00,479 p=7259 u=vagrant |  socket operation is EXEC
2017-05-20 18:02:00,479 p=7259 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:02:00,745 p=7259 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:02:00,746 p=7259 u=vagrant |  socket operation is EXEC
2017-05-20 18:02:00,746 p=7259 u=vagrant |  attempting to open shell to device
2017-05-20 18:02:01,186 p=7259 u=vagrant |  shell successfully opened
2017-05-20 18:02:03,523 p=7259 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:02:03,543 p=7306 u=vagrant |  ok: [E1] => {"changed": false, "stdout": ["Building configuration...\n\n  \nCurrent configuration : 5713 bytes\n!\n! Last configuration change at 16:21:30 UTC Sat May 20 2017\n!\nversion 15.6\nservice timestamps debug datetime msec\nservice timestamps log datetime msec\nno service password-encryption\n!\nhostname E1\n!\nboot-start-marker\nboot-end-marker\n!\n!\nvrf definition Mgmt-intf\n !\n address-family ipv4\n exit-address-family\n !\n address-family ipv6\n exit-address-family\n!\nenable password cisco\n!\nno aaa new-model\nethernet lmi ce\n!\n!\n!\nmmi polling-interval 60\nno mmi auto-configure\nno mmi pvc\nmmi snmp-timeout 180\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\nno ip domain lookup\nip domain name virl.info\nip cef\nipv6 unicast-routing\nipv6 cef\n!\nmultilink bundle-name authenticated\n!\n!\n!\n!\nusername cisco privilege 15 secret 5 $1$RAXT$6oxKk2h6fcs.cPcx/INdj0\n!\nredundancy\n!\nno cdp run\n!\n! \n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\n!\ninterface Loopback0\n description Loopback\n ip address 192.168.0.2 255.255.255.255\n ip ospf 1 area 0\n!\ninterface GigabitEthernet0/0\n description OOB Management\n vrf forwarding Mgmt-intf\n ip address 172.16.1.110 255.255.255.0\n duplex full\n speed auto\n media-type rj45\n!\ninterface GigabitEthernet0/1\n description to PE1\n ip address 10.0.0.13 255.255.255.252\n ip ospf network point-to-multipoint\n ip ospf dead-interval 10\n ip ospf hello-interval 3\n ip ospf 1 area 0\n ip ospf cost 10\n duplex full\n speed auto\n media-type rj45\n mpls ip\n!\ninterface GigabitEthernet0/2\n description to E2\n ip address 10.0.0.21 255.255.255.252\n ip ospf network point-to-multipoint\n ip ospf dead-interval 10\n ip ospf hello-interval 3\n ip ospf 1 area 0\n ip ospf cost 5\n duplex full\n speed auto\n media-type rj45\n mpls ip\n!\ninterface GigabitEthernet0/3\n description to E3\n ip address 10.0.0.25 255.255.255.252\n duplex full\n speed auto\n media-type rj45\n!\nrouter ospf 1\n router-id 192.168.0.2\n!\nrouter bgp 64500\n bgp router-id 192.168.0.2\n bgp log-neighbor-changes\n neighbor 10.0.0.26 remote-as 64501\n neighbor 10.0.0.26 description EBGP session to E3\n neighbor 10.0.0.26 ebgp-multihop 2\n neighbor 192.168.0.1 remote-as 64500\n neighbor 192.168.0.1 description IBGP session to PE1\n neighbor 192.168.0.1 update-source Loopback0\n neighbor 192.168.0.4 remote-as 64500\n neighbor 192.168.0.4 description IBGP session to E2\n neighbor 192.168.0.4 update-source Loopback0\n !\n address-family ipv4\n  redistribute connected route-map Redistribute32\n  neighbor 10.0.0.26 activate\n  neighbor 10.0.0.26 send-community\n  neighbor 10.0.0.26 send-label\n  neighbor 192.168.0.1 activate\n  neighbor 192.168.0.1 send-community\n  neighbor 192.168.0.1 route-reflector-client\n  neighbor 192.168.0.1 next-hop-self\n  neighbor 192.168.0.1 send-label\n  neighbor 192.168.0.4 activate\n  neighbor 192.168.0.4 send-community\n  neighbor 192.168.0.4 next-hop-self\n  neighbor 192.168.0.4 send-label\n  maximum-paths 32\n  maximum-paths ibgp 32\n exit-address-family\n !\n address-family vpnv4\n  neighbor 10.0.0.26 activate\n  neighbor 10.0.0.26 send-community both\n  neighbor 10.0.0.26 next-hop-unchanged\n  neighbor 192.168.0.1 activate\n  neighbor 192.168.0.1 send-community both\n  neighbor 192.168.0.1 route-reflector-client\n  neighbor 192.168.0.4 activate\n  neighbor 192.168.0.4 send-community both\n  maximum-paths 32\n exit-address-family\n!\nip forward-protocol nd\n!\n!\nno ip http server\nno ip http secure-server\nip ssh server algorithm authentication password\n!\n!\nip prefix-list Subnet32 seq 5 permit 192.168.0.2/32\n!\nroute-map Redistribute32 permit 10\n match ip address prefix-list Subnet32\n!\nsnmp-server community cisco RO\nsnmp-server chassis-id \n!\n!\ncontrol-plane\n!\nbanner exec ^C\n**************************************************************************\n* IOSv is strictly limited to use for evaluation, demonstration and IOS  *\n* education. IOSv is provided as-is and is not supported by Cisco's      *\n* Technical Advisory Center. Any use or disclosure, in whole or in part, *\n* of the IOSv Software or Documentation to any third party for any       *\n* purposes is expressly prohibited except as otherwise authorized by     *\n* Cisco in writing.                                                      *\n**************************************************************************^C\nbanner incoming ^C\n**************************************************************************\n* IOSv is strictly limited to use for evaluation, demonstration and IOS  *\n* education. IOSv is provided as-is and is not supported by Cisco's      *\n* Technical Advisory Center. Any use or disclosure, in whole or in part, *\n* of the IOSv Software or Documentation to any third party for any       *\n* purposes is expressly prohibited except as otherwise authorized by     *\n* Cisco in writing.                                                      *\n**************************************************************************^C\nbanner login ^C\n**************************************************************************\n* IOSv is strictly limited to use for evaluation, demonstration and IOS  *\n* education. IOSv is provided as-is and is not supported by Cisco's      *\n* Technical Advisory Center. Any use or disclosure, in whole or in part, *\n* of the IOSv Software or Documentation to any third party for any       *\n* purposes is expressly prohibited except as otherwise authorized by     *\n* Cisco in writing.                                                      *\n**************************************************************************^C\n!\nline con 0\n password cisco\nline aux 0\nline vty 0 4\n exec-timeout 720 0\n password cisco\n login local\n transport input telnet ssh\n!\nno scheduler allocate\nevent manager applet ssh-keys\n event syslog occurs 1 pattern \"%SYS-5-RESTART: System restarted\"\n action 1.0 cli command \"enable\"\n action 2.0 cli command \"configure terminal\"\n action 3.0 cli command \"crypto key generate rsa modulus 1024\"\n!\nend"], "stdout_lines": [["Building configuration...", "", "  ", "Current configuration : 5713 bytes", "!", "! Last configuration change at 16:21:30 UTC Sat May 20 2017", "!", "version 15.6", "service timestamps debug datetime msec", "service timestamps log datetime msec", "no service password-encryption", "!", "hostname E1", "!", "boot-start-marker", "boot-end-marker", "!", "!", "vrf definition Mgmt-intf", " !", " address-family ipv4", " exit-address-family", " !", " address-family ipv6", " exit-address-family", "!", "enable password cisco", "!", "no aaa new-model", "ethernet lmi ce", "!", "!", "!", "mmi polling-interval 60", "no mmi auto-configure", "no mmi pvc", "mmi snmp-timeout 180", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "no ip domain lookup", "ip domain name virl.info", "ip cef", "ipv6 unicast-routing", "ipv6 cef", "!", "multilink bundle-name authenticated", "!", "!", "!", "!", "username cisco privilege 15 secret 5 $1$RAXT$6oxKk2h6fcs.cPcx/INdj0", "!", "redundancy", "!", "no cdp run", "!", "! ", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "!", "interface Loopback0", " description Loopback", " ip address 192.168.0.2 255.255.255.255", " ip ospf 1 area 0", "!", "interface GigabitEthernet0/0", " description OOB Management", " vrf forwarding Mgmt-intf", " ip address 172.16.1.110 255.255.255.0", " duplex full", " speed auto", " media-type rj45", "!", "interface GigabitEthernet0/1", " description to PE1", " ip address 10.0.0.13 255.255.255.252", " ip ospf network point-to-multipoint", " ip ospf dead-interval 10", " ip ospf hello-interval 3", " ip ospf 1 area 0", " ip ospf cost 10", " duplex full", " speed auto", " media-type rj45", " mpls ip", "!", "interface GigabitEthernet0/2", " description to E2", " ip address 10.0.0.21 255.255.255.252", " ip ospf network point-to-multipoint", " ip ospf dead-interval 10", " ip ospf hello-interval 3", " ip ospf 1 area 0", " ip ospf cost 5", " duplex full", " speed auto", " media-type rj45", " mpls ip", "!", "interface GigabitEthernet0/3", " description to E3", " ip address 10.0.0.25 255.255.255.252", " duplex full", " speed auto", " media-type rj45", "!", "router ospf 1", " router-id 192.168.0.2", "!", "router bgp 64500", " bgp router-id 192.168.0.2", " bgp log-neighbor-changes", " neighbor 10.0.0.26 remote-as 64501", " neighbor 10.0.0.26 description EBGP session to E3", " neighbor 10.0.0.26 ebgp-multihop 2", " neighbor 192.168.0.1 remote-as 64500", " neighbor 192.168.0.1 description IBGP session to PE1", " neighbor 192.168.0.1 update-source Loopback0", " neighbor 192.168.0.4 remote-as 64500", " neighbor 192.168.0.4 description IBGP session to E2", " neighbor 192.168.0.4 update-source Loopback0", " !", " address-family ipv4", "  redistribute connected route-map Redistribute32", "  neighbor 10.0.0.26 activate", "  neighbor 10.0.0.26 send-community", "  neighbor 10.0.0.26 send-label", "  neighbor 192.168.0.1 activate", "  neighbor 192.168.0.1 send-community", "  neighbor 192.168.0.1 route-reflector-client", "  neighbor 192.168.0.1 next-hop-self", "  neighbor 192.168.0.1 send-label", "  neighbor 192.168.0.4 activate", "  neighbor 192.168.0.4 send-community", "  neighbor 192.168.0.4 next-hop-self", "  neighbor 192.168.0.4 send-label", "  maximum-paths 32", "  maximum-paths ibgp 32", " exit-address-family", " !", " address-family vpnv4", "  neighbor 10.0.0.26 activate", "  neighbor 10.0.0.26 send-community both", "  neighbor 10.0.0.26 next-hop-unchanged", "  neighbor 192.168.0.1 activate", "  neighbor 192.168.0.1 send-community both", "  neighbor 192.168.0.1 route-reflector-client", "  neighbor 192.168.0.4 activate", "  neighbor 192.168.0.4 send-community both", "  maximum-paths 32", " exit-address-family", "!", "ip forward-protocol nd", "!", "!", "no ip http server", "no ip http secure-server", "ip ssh server algorithm authentication password", "!", "!", "ip prefix-list Subnet32 seq 5 permit 192.168.0.2/32", "!", "route-map Redistribute32 permit 10", " match ip address prefix-list Subnet32", "!", "snmp-server community cisco RO", "snmp-server chassis-id ", "!", "!", "control-plane", "!", "banner exec ^C", "**************************************************************************", "* IOSv is strictly limited to use for evaluation, demonstration and IOS  *", "* education. IOSv is provided as-is and is not supported by Cisco's      *", "* Technical Advisory Center. Any use or disclosure, in whole or in part, *", "* of the IOSv Software or Documentation to any third party for any       *", "* purposes is expressly prohibited except as otherwise authorized by     *", "* Cisco in writing.                                                      *", "**************************************************************************^C", "banner incoming ^C", "**************************************************************************", "* IOSv is strictly limited to use for evaluation, demonstration and IOS  *", "* education. IOSv is provided as-is and is not supported by Cisco's      *", "* Technical Advisory Center. Any use or disclosure, in whole or in part, *", "* of the IOSv Software or Documentation to any third party for any       *", "* purposes is expressly prohibited except as otherwise authorized by     *", "* Cisco in writing.                                                      *", "**************************************************************************^C", "banner login ^C", "**************************************************************************", "* IOSv is strictly limited to use for evaluation, demonstration and IOS  *", "* education. IOSv is provided as-is and is not supported by Cisco's      *", "* Technical Advisory Center. Any use or disclosure, in whole or in part, *", "* of the IOSv Software or Documentation to any third party for any       *", "* purposes is expressly prohibited except as otherwise authorized by     *", "* Cisco in writing.                                                      *", "**************************************************************************^C", "!", "line con 0", " password cisco", "line aux 0", "line vty 0 4", " exec-timeout 720 0", " password cisco", " login local", " transport input telnet ssh", "!", "no scheduler allocate", "event manager applet ssh-keys", " event syslog occurs 1 pattern \"%SYS-5-RESTART: System restarted\"", " action 1.0 cli command \"enable\"", " action 2.0 cli command \"configure terminal\"", " action 3.0 cli command \"crypto key generate rsa modulus 1024\"", "!", "end"]]}
